"Proposal #","Admin Unit","Instrument Type","PI.x","sponsor type","Prime Sponsor","Project End Date","Project Start Date","Project Title","Proposal Type","Sponsor","Status","Actual_Submission_Date","Actual_Udr_Consid_Date","Actual_Funding_Date","Actual_Not_Funding_Date","Actual_Submission_FY","Actual_Udr_Consid_FY","Actual_Funding_FY","Actual_Not_Funding_FY","Created Date.y","Proposal_Creation_FY","Days_to_Submission","Days_to_Funding_From_Submission","Days_to_Non_Funding_From_Submission","College/Division","Total Sponsor Costs","Comments","Date","Year","PI.y","Title","Agency","Program","Completion Date","Internal","External","Other","Awarded_Status_By_TIG","Comment by Nick","Correct_Proposal_Status"
"24-1093-P0002","Haub School of Environment & Natural Resources",,"Ellen Overton Aikens","Institutions of Higher Education",,"12/31/2029","4/1/2024","Master Research Collaboration Agreement | Teton Raptor Center","Other","University of Wyoming","Funded",2025-04-01 17:45:41,2025-04-01 11:45:51,2025-05-05 15:23:39,,"FY2025","FY2025","FY2025",,2024-12-04 13:12:36,"FY2025",118,34,,"Haub School of Environment & Natural Resources",0,,,,,,,,,,,,,,
"24-1094-P0001","IMPACT 307",,"Joshua S. Keefe","U.S. Federal Government",,"9/30/2026","10/1/2024","SBA - Growth Accelerator Fund Competition (GAFC) Phase II","New","Small Business Administration","Submitted to Sponsor",2024-07-10 22:08:05,,,,"FY2025",,,,2024-06-20 23:25:04,"FY2024",20,,,"Research & Economic Development",149182.28,,,,,,,,,,,,,,
"24-1095-P0001","COB Centers for Excellence",,"Morgan Holland","Non-Profit Organizations",,"9/30/2024","7/1/2024","Economic Analysis of Wyoming's Creative Economy","New","ADD NEW","Funded",2024-06-28 20:36:11,,2024-07-18 14:51:52,,"FY2024",,"FY2025",,2024-06-21 11:11:12,"FY2024",7,20,,"Business",20100,,,,,,,,,,,,,,
"24-1096-P0001","COB Centers for Excellence",,"Morgan Holland","Non-Profit Organizations",,"9/30/2024","7/1/2024","Economic Analysis of Wyoming's Film Economy","New","ADD NEW","Funded",2024-06-28 20:35:59,,2024-07-18 14:51:25,,"FY2024",,"FY2025",,2024-06-21 11:20:54,"FY2024",7,20,,"Business",1,,,,,,,,,,,,,,
"24-1098-P0001","College of Education Deans Office",,"Jenna Min Shim","Wyoming State Governmental Entities",,"12/31/2024","7/1/2024","Project Based Learning","New","Wyoming Department of Education","Funded",2024-07-08 17:23:24,2024-07-17 09:52:11,2024-07-19 11:56:00,,"FY2025","FY2025","FY2025",,2024-06-21 15:20:12,"FY2024",17,11,,"Education",175000,,,,,,,,,,,,,,
"24-1099-P0001","School of Computing",,"Benjamin Bryan Koger","U.S. Federal Government",,"12/31/2025","1/1/2025","Designing an automated machine learning method for large  scale aerial pronghorn monitoring","New","ADD NEW","Funded",2024-10-04 17:13:36,,2024-12-18 12:26:58,,"FY2025",,"FY2025",,2024-06-21 16:08:46,"FY2024",105,75,,"Engineering",264344,,,,,,,,,,,,,,
"24-1100-P0001","Veterinary Science",,"David W Pascual","U.S. Federal Government",,"2/28/2027","3/1/2025","B Cell Function & Protection to Brucellosis","Resubmission","National Institutes of Health/Department of Health and Human Services","Submitted to Sponsor",2024-07-10 15:53:56,,,,"FY2025",,,,2024-06-24 10:14:22,"FY2024",16,,,"Agriculture",397375,,,,,,,,,,,,,,
"24-1101-P0001","Wyoming Survey & Analysis Center",,"Laurel Allison Wimbish","Non-Profit Organizations",,"12/31/2024","8/1/2024","ECIDS Lead State Data Consultant","New","ADD NEW","Not Funded",2024-07-01 17:16:54,,,2024-07-18 09:47:31,"FY2025",,,"FY2025",2024-06-24 10:20:53,"FY2024",7,,17,"Research & Economic Development",124236,,,,,,,,,,,,,,
"24-1102-P0001","School of Energy Resources Directors Office",,"Saman Aryana","U.S. Federal Government",,"5/31/2027","6/1/2025","Containment and Control of Geologic Hydrogen with Synthetic Clay Suspensions","New","U.S. Department of Energy","Not Funded",2024-10-28 15:26:04,,,2025-01-14 10:51:23,"FY2025",,,"FY2025",2024-06-24 11:27:18,"FY2024",126,,78,"School of Energy Resources",2251478,,,,,,,,,,,,,,
"24-1103-P0001","Haub School of Environment & Natural Resources",,"Melanie Armstrong","Non-Profit Organizations",,"9/14/2026","9/15/2024","National Forest Foundation Collaborative Capacity Program","New","National Forest Foundation","Submitted to Sponsor",2024-07-22 13:20:09,,,,"FY2025",,,,2024-06-24 12:02:42,"FY2024",28,,,"Haub School of Environment & Natural Resources",150000,,,,,,,,,,,,,,
"24-1104-P0001","Haub School of Environment & Natural Resources",,"Hilary Joy Flint","U.S. Federal Government",,"8/31/2025","9/1/2024","IPA Office of Evaluation Sciences","Other","ADD NEW","Funded",2024-07-11 20:10:15,,2024-09-06 11:33:41,,"FY2025",,"FY2025",,2024-06-24 14:05:05,"FY2024",17,57,,"Haub School of Environment & Natural Resources",77773.48,,,,,,,,,,,,,,
"24-1106-P0001","Psychology",,"Christina G McDonnell","Non-Profit Organizations",,"12/31/2026","1/1/2025","Codesign and Evaluation of Digital Mental Health Tools for Supporting Autistic Pregnancy Experiences","New","Organization for Autism Research","Submitted to Sponsor",2024-07-23 14:05:59,,,,"FY2025",,,,2024-06-25 13:55:13,"FY2024",28,,,"Arts & Sciences",49961.3,,,,,,,,,,,,,,
"24-1107-P0001","Wyoming Coop Unit",,"Anna Lisa D. Chalfoun","Non-Profit Organizations",,"7/31/2025","8/1/2024","Keystone Habitat Elements - The WYldlife Fund","New","ADD NEW","Submitted to Sponsor",2024-07-23 14:12:19,,,,"FY2025",,,,2024-06-25 14:37:50,"FY2024",28,,,"Agriculture",2300,,,,,,,,,,,,,,
"24-1108-P0001","Wyoming Coop Unit",,"Anna Lisa D. Chalfoun","U.S. Federal Government",,"5/15/2027","10/1/2024","Sagebrush Biome","New","U.S. Fish & Wildlife Service/Department of the Interior","Not Funded",2024-06-28 22:24:24,,,2024-08-21 08:50:56,"FY2024",,,"FY2025",2024-06-26 10:39:04,"FY2024",2,,53,"Agriculture",238237,,,,,,,,,,,,,,
"24-1110-P0001","Wyoming Coop Unit",,"Jerod Andrew Merkle","Non-Profit Organizations","Natural Resources Conservation Service/Department of Agriculture","6/30/2025","6/1/2024","Science and analytical support to USDA migratory big game pilot project: Phase 2","New","Pheasants Forever","Funded",2024-07-11 19:02:33,2024-07-15 15:20:11,2024-07-15 16:27:43,,"FY2025","FY2025","FY2025",,2024-06-26 15:16:41,"FY2024",15,4,,"Agriculture",300000,,,,,,,,,,,,,,
"24-1111-P0001","COB Centers for Excellence",,"Alexander Specht","Non-Profit Organizations",,"8/31/2024","7/1/2024","Economic Analysis in Goshen County","New","ADD NEW","Funded",2024-07-16 18:10:24,,2024-07-16 12:11:08,,"FY2025",,"FY2025",,2024-06-27 12:02:01,"FY2024",19,0,,"Business",20100,,,,,,,,,,,,,,
"24-1112-P0001","Veterinary Science",,"David W Pascual","U.S. Federal Government",,"4/30/2028","5/1/2025","Immunity and Protection in a Brucella melitensis Challenge Study in Pregnant Goats,","Resubmission","National Institute of Food and Agriculture/Department of Agriculture","Submitted to Sponsor",2024-08-07 21:53:27,,,,"FY2025",,,,2024-06-27 13:23:29,"FY2024",41,,,"Agriculture",650000,,,,,,,,,,,,,,
"24-1113-P0001","Veterinary Science",,"David W Pascual","Industry","National Institutes of Health/Department of Health and Human Services","6/30/2025","7/1/2024","A Novel IL-35 Expressing Probiotic Platform for Inducing Allergen Specific Tolerance","New","Virtici, LLC","Funded",2024-07-10 14:10:50,,2024-07-10 08:10:59,,"FY2025",,"FY2025",,2024-06-28 10:06:46,"FY2024",12,0,,"Agriculture",20750,,,,,,,,,,,,,,
"24-1113-P0002","Veterinary Science",,"David W Pascual","Industry","National Institutes of Health/Department of Health and Human Services","8/31/2025","7/1/2024","A Novel IL-35 Expressing Probiotic Platform for Inducing Allergen Specific Tolerance","Supplement","Virtici, LLC","Funded",2025-04-14 18:17:09,,2025-05-06 14:54:12,,"FY2025",,"FY2025",,2025-04-11 09:22:54,"FY2025",3,22,,"Agriculture",4576,,,,,,,,,,,,,,
"25-0001-P0001","Kinesiology & Health",,"Jacob Warren","Non-Profit Organizations","Patient-Centered Outcomes Research Institute",,,"Comparative Effectiveness of In-Person vs. Technology-Delivered Community Health Worker SUD Programs","Other","Patient-Centered Outcomes Research Institute","Not Funded",2024-07-02 09:29:43,,,2024-07-02 09:34:02,"FY2025",,,"FY2025",2024-07-02 09:29:43,"FY2025",0,,0,"Health Sciences",,"Created Date Imputed because Submission Date is missing for Not Funded proposal!",,,,,,,,,,,,,
"25-0004-P0001","Atmospheric Science",,"Travis Aerenson","U.S. Federal Government",,"12/31/2027","1/1/2025","NASA Terrestrial Hydrology 2024","New","National Aeronautics and Space Administration","Not Funded",2024-08-08 22:10:13,,,2024-11-15 13:40:43,"FY2025",,,"FY2025",2024-07-02 16:39:46,"FY2025",37,,99,"Engineering",731115,,"July",2024,"Aerenson","Snow Energetics and SWE in the SnowEx Campaigns and Models (SESSCaM)","NASA","Terrestrial Hydrology","8.1.24","X","X",,,,"Not Funded"
"25-0005-P0001","Counseling Leadership Advocacy & Design",,"Ling Zhang","U.S. Federal Government",,"2/28/2026","3/1/2025","Co-Developing and Prototyping A Multi-Agent System for Designing Personalized Learning Experiences for Students with Disabilities","New","Department of Education","Submitted to Sponsor",2024-08-20 15:39:03,,,,"FY2025",,,,2024-07-05 12:37:49,"FY2025",46,,,"Education",499936,,,,,,,,,,,,,,
"25-0006-P0001","Civil & Architectural Engineering & Construction Management",,"Kam Weng Ng","Industry","Environmental Protection Agency","12/31/2026","1/1/2025","Reduction of Embodied Carbon in Concrete via Strength Enhancing Biochar-derived Graphene Products","New","Acadian Research and Development LLC","Submitted to Sponsor",2024-07-12 22:27:40,,,,"FY2025",,,,2024-07-08 16:10:50,"FY2025",4,,,"Engineering",120000,,,,,,,,,,,,,,
"25-0007-P0001","Animal Science",,"Christopher Jeremy Block","U.S. Federal Government",,"12/31/2026","1/1/2025","Functional role of embryonic progesterone receptor membrane component-1 in conceptus survival and pregnancy establishment in cattle","Resubmission","National Institute of Food and Agriculture/Department of Agriculture","Submitted to Sponsor",2024-08-07 22:26:26,,,,"FY2025",,,,2024-07-09 09:07:00,"FY2025",30,,,"Agriculture",299950,,,,,,,,,,,,,,
"25-0009-P0001","Criminal Justice & Sociology",,"Adrienne B Freng","U.S. Federal Government","Department of Justice","6/30/2025","8/1/2024","Albany County Community Juvenile Service Board Planning Grant","New","Albany County, Wyoming","Funded",2024-08-12 16:11:43,,2024-08-13 12:45:01,,"FY2025",,"FY2025",,2024-07-09 13:38:39,"FY2025",34,1,,"Arts & Sciences",128500,,,,,,,,,,,,,,
"25-0010-P0001","Small Business Development Center",,"Jill K Kline","U.S. Federal Government",,"12/31/2028","1/1/2025","SBDC SBA 2025+","New","Small Business Administration","Funded",2024-08-20 21:36:42,,2024-12-17 10:47:50,,"FY2025",,"FY2025",,2024-07-10 09:11:03,"FY2025",42,119,,"Research & Economic Development",126208.17,,,,,,,,,,,,,,
"25-0011-P0001","Zoology & Physiology",,"Michael E. Dillon","U.S. Federal Government","National Science Foundation","12/31/2029","1/1/2025","Subaward - CAREER: Individual variation under global change: Evaluating the role of behavioral variation for ecological resilience in social insects","New","University of Wisconsin, Madison","Submitted to Sponsor",2024-07-24 16:23:55,,,,"FY2025",,,,2024-07-10 09:23:04,"FY2025",14,,,"Agriculture",131613,,,,,,,,,,,,,,
"25-0013-P0001","Electrical Engineering & Computer Science",,"Chao Jiang","U.S. Federal Government",,"1/31/2030","2/1/2025","NSF CAREER 2024","New","National Science Foundation","Not Funded",2024-07-23 20:47:29,,,2025-01-15 08:49:45,"FY2025",,,"FY2025",2024-07-11 08:59:28,"FY2025",12,,176,"Engineering",545131,,,,,,,,,,,,,,
"25-0014-P0001","Civil & Architectural Engineering & Construction Management",,"Ryan Webb","Institutions of Higher Education","National Aeronautics and Space Administration","1/14/2028","1/15/2025","Expanding seasonal snow applications of L-band InSAR to spring conditions: understanding snowmelt dynamics and its impact on NISAR SWE retrievals",,"Boise State University","Submitted to Sponsor",2024-07-23 00:49:30,,,,"FY2025",,,,2024-07-11 20:21:07,"FY2025",11,,,"Engineering",71569,,,,,,,,,,,,,,
"25-0015-P0001","Wyoming Survey & Analysis Center",,"Matthew L. Wagner","Wyoming State Governmental Entities",,"9/29/2027","10/1/2024","Wyoming State Opoid Response Grant Evaluation and Quality Improvement Analysis","New","Wyoming Department of Health","Funded",2024-08-01 13:27:32,2024-08-27 09:55:40,2024-12-12 11:46:19,,"FY2025","FY2025","FY2025",,2024-07-12 09:24:08,"FY2025",20,133,,"Research & Economic Development",239999.97,,,,,,,,,,,,,,
"25-0016-P0001","Molecular Biology",,"Eunsook Park","U.S. Federal Government",,"12/31/2027","1/1/2025","Anractic plant-fungal interaction","New","National Science Foundation","Submitted to Sponsor",2024-08-09 20:05:04,,,,"FY2025",,,,2024-07-13 12:31:23,"FY2025",27,,,"Agriculture",986731,,"July",2024,"Park","Effect of climate change to Plant-fungal interaction in Antarctica","NSF","Antarctic Research Not Requiring U.S. Antarctic Program (USAP) Field Support","7.27.24","X","X",,,,"Submitted to Sponsor (No decision yet)"
"25-0017-P0001","Botany",,"Lauren Glenny Shoemaker","U.S. Federal Government",,"4/30/2030","5/1/2025","NSF Career: Impacts of Environmental Filtering versus Species Interactions on Persistence and Coexistence in a Warming World","New","National Science Foundation","Under Consideration",2024-07-23 20:39:35,2025-07-17 16:57:12,,,"FY2025","FY2026",,,2024-07-14 20:12:46,"FY2025",9,,,"Agriculture",875168,,,,,,,,,,,,,,
"25-0018-P0001","School of Energy Resources Directors Office",,"Sarah Marie Buckhold","U.S. Federal Government",,"6/30/2027","7/1/2025","Delivery of surplus renewable electricity through rail-mobile storage to diversify the electric transmission system, allow asynchronous production/consumption, and speed clean energy deployment","Pre-proposal","U.S. Department of Energy","Not Funded",2024-07-15 10:38:40,,,2024-09-23 10:07:40,"FY2025",,,"FY2025",2024-07-15 10:38:40,"FY2025",0,,70,"School of Energy Resources",2000000,"Created Date Imputed because Submission Date is missing for Not Funded proposal!",,,,,,,,,,,,,
"25-0019-P0001","School of Energy Resources Directors Office",,"Sarah Marie Buckhold","U.S. Federal Government",,"6/30/2027","7/1/2025","Demonstration of a railroad-battery grid-alternative at teh quarter ISO-container scale","Pre-proposal","U.S. Department of Energy","Not Funded",2024-07-15 10:54:02,,,2024-09-23 10:08:56,"FY2025",,,"FY2025",2024-07-15 10:54:02,"FY2025",0,,70,"School of Energy Resources",10000000,"Created Date Imputed because Submission Date is missing for Not Funded proposal!",,,,,,,,,,,,,
"25-0020-P0001","School of Computing",,"Dane Robert Taylor","U.S. Federal Government",,"5/31/2030","6/1/2025","Biological Network Modeling with Dynamics-Derived Geometry, Topology and Wavelets","New","National Science Foundation","Not Funded",2024-07-24 18:18:44,,,2025-01-21 08:25:10,"FY2025",,,"FY2025",2024-07-15 17:06:53,"FY2025",9,,181,"Engineering",400000,,,,,,,,,,,,,,
"25-0021-P0001","Atmospheric Science",,"Masanori Saito","U.S. Federal Government",,"6/15/2027","6/16/2025","NASA ROSES-2024 A.28 Remote Sensing Theory","New","National Aeronautics and Space Administration","Submitted to Sponsor",2024-09-16 19:25:58,,,,"FY2025",,,,2024-07-16 12:40:08,"FY2025",62,,,"Engineering",387175,,,,,,,,,,,,,,
"25-0023-P0001","Physics & Astronomy",,"Daniel A Dale","U.S. Federal Government",,"11/30/2026","12/1/2023","A JWST Census of the Local Galaxy Population: Anchoring the Physics of the Matter Cycle","New","Space Telescope Science Institute","Funded",2024-07-30 19:54:14,2024-07-30 13:54:26,2024-07-31 16:37:16,,"FY2025","FY2025","FY2025",,2024-07-17 16:38:22,"FY2025",13,1,,"Engineering",105340,,,,,,,,,,,,,,
"25-0024-P0001","Zoology & Physiology",,"Riley Fehr Bernard","U.S. Federal Government",,"3/2/2027","3/3/2025","Bats & Talus","New","U.S. Fish & Wildlife Service/Department of the Interior","Submitted to Sponsor",2024-07-31 21:22:06,,,,"FY2025",,,,2024-07-17 17:31:55,"FY2025",14,,,"Agriculture",212243.05,,,,,,,,,,,,,,
"25-0024-P0002","Zoology & Physiology",,"Riley Fehr Bernard","U.S. Federal Government",,"12/31/2027","3/3/2025","Bats & Talus","Resubmission","U.S. Fish & Wildlife Service/Department of the Interior","Submitted to Sponsor",2024-12-13 18:27:20,,,,"FY2025",,,,2024-12-05 14:24:54,"FY2025",8,,,"Agriculture",268295,,,,,,,,,,,,,,
"25-0025-P0001","Pharmacy",,"Khaled M. Elokely","Institutions of Higher Education","National Institute on Drug Abuse/National Institutes of Health/Department of Health and Human Services","3/31/2030","4/1/2025","Assessment of a new MAGL inhibitor as a potential agent for managing opioid use disorder","New","Temple University","Submitted to Sponsor",2024-08-12 18:26:12,,,,"FY2025",,,,2024-07-18 09:35:03,"FY2025",25,,,"Health Sciences",310127,,,,,,,,,,,,,,
"25-0026-P0001","Wyoming Institute for Disabilities WIND",,"Cari Glantz","Non-Profit Organizations",,"9/30/2026","10/1/2024","Wyoming Act Early Ambassador: CDC Learn the Signs, Act Early","Competing Continuation","ADD NEW","Funded",2024-08-05 14:26:14,,2024-10-01 08:28:11,,"FY2025",,"FY2025",,2024-07-18 11:21:34,"FY2025",18,57,,"Health Sciences",12000,,,,,,,,,,,,,,
"25-0027-P0001","School of Computing",,"Jian Gong","Other Sources",,"4/30/2025","10/1/2024","AI for Climate and Nature (Bezos Earth Fund)","New","ADD NEW","Submitted to Sponsor",2024-08-13 22:26:16,,,,"FY2025",,,,2024-07-18 13:20:36,"FY2025",26,,,"Engineering",50000,,,,,,,,,,,,,,
"25-0028-P0001","Accounting & Finance",,"Ali Nejadmalayeri","Institutions of Higher Education","ADD NEW","8/31/2027","9/1/2025","William T Grant Foundation | Improving the Use of Research Evidence","New","University of New Mexico","Submitted to Sponsor",2024-08-12 18:26:42,,,,"FY2025",,,,2024-07-19 10:16:41,"FY2025",24,,,"Business",70208,,,,,,,,,,,,,,
"25-0029-P0001","Wyo Natural Diversity Database",,"Mark D. Andersen","Other Sources",,"6/30/2025","7/1/2024","WYNDD facilitation of MTNHP access to AWS","New","State of Montana","Funded",2024-08-23 14:46:49,,2024-08-23 08:46:57,,"FY2025",,"FY2025",,2024-07-22 10:05:29,"FY2025",32,0,,"Research & Economic Development",5000,,,,,,,,,,,,,,
"25-0031-P0001","Atmospheric Science",,"Daniel McCoy","U.S. Federal Government",,"8/31/2028","9/1/2025","Causal understanding of aerosol-cloud interactions from the NASA A-Train","New","National Aeronautics and Space Administration","Submitted to Sponsor",2024-08-09 22:05:35,,,,"FY2025",,,,2024-07-22 16:14:44,"FY2025",18,,,"Engineering",466970,,"July",2024,"McCoy","Causal understanding of aerosol-cloud interactions","NASA","Atmospheric Composition Modeling and Analysis Program","8.7.24","X","X","X",,,"Submitted to Sponsor (No decision yet)"
"25-0033-P0001","Wyoming Institute for Disabilities WIND",,"Canyon Leigh Hardesty","U.S. Federal Government",,"9/29/2029","9/30/2024","Technology-enabled Collaborative Learning Program - Leveraging Inclusive Health and Disability Networks","New","Health Resources and Services Administration/Department of Health and Human Services","Not Funded",2024-08-02 20:54:40,,,2024-09-26 15:17:05,"FY2025",,,"FY2025",2024-07-25 10:10:53,"FY2025",8,,55,"Health Sciences",2169921,,,,,,,,,,,,,,
"25-0034-P0001","School of Energy Resources Directors Office",,"Selena Rose Gerace","Industry","U.S. Department of Energy","12/31/2025","1/1/2024","Large-Scale Pilot Testing of Sorbent-based post combustion carbon capture","New","TDA Research","Funded",2024-08-28 15:40:13,,2024-10-15 10:01:13,,"FY2025",,"FY2025",,2024-07-25 11:33:40,"FY2025",34,48,,"School of Energy Resources",99621,,,,,,,,,,,,,,
"25-0035-P0001","Ecosystem Science & Management",,"Virginia B. Paige","Industry",,"6/30/2024","3/1/2021","Upper Green River Demand Management Demonstration Project","New","Strike Consulting","Funded",2024-07-25 21:51:21,,2024-07-25 16:05:39,,"FY2025",,"FY2025",,2024-07-25 15:40:19,"FY2025",0,0,,"Agriculture",18500,,,,,,,,,,,,,,
"25-0036-P0001","Civil & Architectural Engineering & Construction Management",,"Michael Gary Barker","Industry",,"12/31/2024","7/31/2024","SSSBA Marketing & Education","New","American Iron and Steel Institute","Funded",2024-07-30 19:52:55,2024-07-30 13:53:16,2024-08-21 13:43:12,,"FY2025","FY2025","FY2025",,2024-07-26 11:54:32,"FY2025",4,22,,"Engineering",15270,,,,,,,,,,,,,,
"25-0036-P0002","Civil & Architectural Engineering & Construction Management",,"Michael Gary Barker","Industry",,"12/15/2025","3/15/2025","SSSBA Marketing & Education","New","American Iron and Steel Institute","Funded",2025-03-10 22:06:14,2025-03-10 16:06:46,2025-03-26 13:44:06,,"FY2025","FY2025","FY2025",,2025-02-14 13:53:40,"FY2025",24,16,,"Engineering",30540,,,,,,,,,,,,,,
"25-0037-P0001","Energy & Petroleum Engineering",,"Minou Rabiei","Institutions of Higher Education","U.S. Department of Energy","9/30/2028","10/1/2024","EMPOWER: Emissions Mitigation Program for Oil and Well Environmental Responsibility","New","Pennsylvania State University","Submitted to Sponsor",2024-08-15 16:21:20,,,,"FY2025",,,,2024-07-29 08:20:59,"FY2025",17,,,"Engineering",500543,,,,,,,,,,,,,,
"25-0038-P0001","Wyo Natural Diversity Database",,"Paige Elise Parry","U.S. Federal Government",,"5/21/2025","8/5/2024","R2 Black Hills Data Audit","New","Forest Service/Department of Agriculture","Funded",2024-08-01 21:08:09,2024-08-01 15:08:16,2024-08-28 11:27:09,,"FY2025","FY2025","FY2025",,2024-07-29 09:42:58,"FY2025",3,27,,"Research & Economic Development",10165.16,,,,,,,,,,,,,,
"25-0039-P0001","Plant Sciences",,"Ji-Jhong Chen","U.S. Federal Government",,"1/31/2027","2/1/2025","Improving Space Vegetable Yield and Quality through Advanced Rhizosphere Management Techniques","New","National Aeronautics and Space Administration","Not Funded",2024-08-15 18:21:47,,,2025-04-28 08:31:11,"FY2025",,,"FY2025",2024-07-30 10:48:23,"FY2025",16,,256,"Agriculture",299945,,,,,,,,,,,,,,
"25-0040-P0001","Botany",,"Daniel Charles Laughlin","U.S. Federal Government",,"6/30/2029","7/1/2025","Tree regeneration and the maintenance of forest ecosystem services","Resubmission","National Institute of Food and Agriculture/Department of Agriculture","Submitted to Sponsor",2024-09-12 15:23:47,,,,"FY2025",,,,2024-07-30 12:32:35,"FY2025",44,,,"Agriculture",899157,,,,,,,,,,,,,,
"25-0041-P0001","Ecosystem Science & Management",,"Kristina Hufford","Other Sources",,"8/31/2026","9/1/2024","Enhancing Workforce Development in Post-Mined Rangelands: Meeting Needs for the Agricultural Sector","New","eXtension Foundation","Submitted to Sponsor",2024-08-02 21:09:03,,,,"FY2025",,,,2024-07-30 15:38:59,"FY2025",3,,,"Agriculture",82260,,,,,,,,,,,,,,
"25-0043-P0001","Wyoming Coop Unit",,"Anna Lisa D. Chalfoun","U.S. Federal Government",,"9/30/2030","10/1/2025","Norcross NSF Collaboration","New","National Science Foundation","Not Funded",2025-03-03 18:35:05,,,2025-05-29 08:35:52,"FY2025",,,"FY2025",2024-08-01 09:46:11,"FY2025",214,,87,"Agriculture",408521,,,,,,,,,,,,,,
"25-0044-P0001","Civil & Architectural Engineering & Construction Management",,"Kam Weng Ng","U.S. Federal Government","Environmental Protection Agency","5/31/2025","12/1/2024","Reduction of Embodied Carbon in Concrete via Strength Enhancing Biochar-derived Graphene Products","New","Acadian Research and Development LLC","Funded",2024-08-13 13:54:29,2024-12-03 14:12:03,2025-05-05 14:16:51,,"FY2025","FY2025","FY2025",,2024-08-04 15:18:14,"FY2025",9,265,,"Engineering",33000,,,,,,,,,,,,,,
"25-0047-P0001","UW Extension",,"Jennifer Sue Thompson","Non-Profit Organizations",,"9/1/2025","9/1/2024","Landowner Outreach","New","National Audubon Society, Inc.","Funded",2024-08-16 15:50:26,,2024-08-30 08:06:10,,"FY2025",,"FY2025",,2024-08-05 15:25:18,"FY2025",11,14,,"Agriculture",5000,,,,,,,,,,,,,,
"25-0048-P0001","Civil & Architectural Engineering & Construction Management",,"Ahmed Fathy Abdelaty Ahmed","Wyoming State Governmental Entities",,"12/31/2026","1/1/2025","Framework for Knowledge Management and Transfer","New","Wyoming Department of Transportation","Funded",2024-10-16 20:36:11,2025-01-02 16:28:16,2025-02-03 15:22:47,,"FY2025","FY2025","FY2025",,2024-08-06 10:42:35,"FY2025",71,110,,"Engineering",238302,,,,,,,,,,,,,,
"25-0049-P0001","Chemistry",,"Debashis Dutta","U.S. Federal Government",,"1/31/2027","2/1/2025","Development of novel methane and nitrous oxide sensors for continuous monitoring of individual cattle health","New","National Institute of Food and Agriculture/Department of Agriculture","Submitted to Sponsor",2024-10-03 19:17:49,,,,"FY2025",,,,2024-08-06 14:44:33,"FY2025",58,,,"Engineering",300000,,,,,,,,,,,,,,
"25-0050-P0001","School of Energy Resources Directors Office",,"Shane Michael Murphy","U.S. Federal Government","Colorado State University","8/31/2028","1/1/2025","1a Marginal Conventional Well methane mitigation","New","U.S. Department of Energy","Under Consideration",2024-08-22 14:16:05,2024-12-23 12:33:37,,,"FY2025","FY2025",,,2024-08-07 09:04:46,"FY2025",15,,,"School of Energy Resources",2827921,,,,,,,,,,,,,,
"25-0052-P0001","School of Energy Resources Directors Office",,"Shane Michael Murphy","U.S. Federal Government","Colorado State University","9/30/2028","1/25/2025","3b Regional Methane Emissions Characterization","New","U.S. Department of Energy","Under Consideration",2024-08-22 14:14:28,2024-12-23 12:33:50,,,"FY2025","FY2025",,,2024-08-07 09:05:55,"FY2025",15,,,"School of Energy Resources",1318173,,,,,,,,,,,,,,
"25-0054-P0001","College of Law Deans Office",,"Dona Playton","Wyoming State Governmental Entities",,"6/30/2025","7/1/2024","Equal Justice Wyoming UW Legal Clinic Support","New","Equal Justice Wyoming Foundation","Funded",2024-08-30 14:15:52,,2024-09-16 08:38:15,,"FY2025",,"FY2025",,2024-08-07 15:49:03,"FY2025",23,17,,"Law",15000,,,,,,,,,,,,,,
"25-0055-P0001","History",,"Renee M. Laegreid","Non-Profit Organizations",,"12/31/2024","10/1/2024","Wyoming Humanities Council Spark Grant","New","Wyoming Humanities Council","Funded",2024-09-04 18:58:50,,2024-09-17 14:34:10,,"FY2025",,"FY2025",,2024-08-07 16:32:59,"FY2025",28,13,,"Arts & Sciences",2000,,,,,,,,,,,,,,
"25-0056-P0001","Wyoming Survey & Analysis Center",,"Emily A. Grant","Non-Profit Organizations",,"6/30/2025","10/1/2024","Homeless Services Gap Analysis WYCoC","New","ADD NEW","Funded",2024-08-16 15:51:14,2024-08-21 10:31:49,2024-09-25 10:41:41,,"FY2025","FY2025","FY2025",,2024-08-08 14:07:43,"FY2025",8,40,,"Research & Economic Development",25000,,,,,,,,,,,,,,
"25-0057-P0001","Physics & Astronomy",,"Maxwell Cassady Moe","U.S. Federal Government",,"4/30/2027","5/1/2025","Discovering the Most Metal-poor Stars in our Milky Way Galaxy","New","National Aeronautics and Space Administration","Submitted to Sponsor",2024-08-15 21:01:15,,,,"FY2025",,,,2024-08-08 15:05:41,"FY2025",7,,,"Engineering",300000,,,,,,,,,,,,,,
"25-0058-P0001","Energy & Petroleum Engineering",,"Maohong Fan","U.S. Federal Government","U.S. Department of Energy","8/31/2028","1/1/2025","Methane Emissions Reduction","New","ADD NEW","Submitted to Sponsor",2024-08-16 15:52:50,,,,"FY2025",,,,2024-08-09 09:56:19,"FY2025",7,,,"Engineering",600000,,,,,,,,,,,,,,
